stationID,tz,utc_time,local_time,epoch,latitude,longitude,solar_rad_max,uv_max,winddirAvg,humidity_high,humidity_low,humidity_avg,quality_control,temp_high,temp_low,temp_avg,wind_speed_high,wind_speed_low,wind_speed_avg,wind_gust_max,windgustLow,windgustAvg,dewptHigh,dewptLow,dew_point_avg,windchillHigh,windchillLow,windchillAvg,heat_index_high,heat_index_low,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precip_total,station_id,year,month
KORMCMIN127,America/Los_Angeles,2024-12-23T06:25:00Z,2024-12-22 22:25:00,1734935100,45.204,-123.165,0.64,0.0,3.0,62.0,62.0,62.0,-1,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,64.0,64.0,64.0,64.0,64.0,64.0,29.97,29.97,,0.0,0.01,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T07:57:00Z,2024-12-22 23:57:00,1734940620,45.204,-123.165,0.64,0.0,19.0,66.0,66.0,66.0,0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,63.0,63.0,63.0,63.0,63.0,63.0,30.02,30.0,0.02,0.0,0.01,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T08:55:00Z,2024-12-23 00:55:00,1734944100,45.204,-123.165,0.0,0.0,2.0,71.0,70.0,70.0,0,64.0,63.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,64.0,63.0,64.0,64.0,63.0,64.0,30.04,30.03,0.03,0.0,0.0,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T09:59:00Z,2024-12-23 01:59:00,1734947940,45.204,-123.165,0.0,0.0,2.0,71.0,70.0,70.0,0,65.0,64.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,54.0,55.0,65.0,64.0,65.0,65.0,64.0,65.0,30.08,30.05,0.03,0.0,0.0,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T10:59:00Z,2024-12-23 02:59:00,1734951540,45.204,-123.165,0.0,0.0,2.0,71.0,70.0,70.0,0,66.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,66.0,65.0,66.0,66.0,65.0,66.0,30.11,30.08,0.03,0.0,0.0,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T11:57:00Z,2024-12-23 03:57:00,1734955020,45.204,-123.165,0.0,0.0,2.0,70.0,70.0,70.0,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,66.0,66.0,66.0,66.0,66.0,66.0,30.12,30.11,0.01,0.0,0.0,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T12:56:00Z,2024-12-23 04:56:00,1734958560,45.204,-123.165,0.0,0.0,2.0,70.0,70.0,70.0,0,67.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,56.0,56.0,67.0,66.0,66.0,67.0,66.0,66.0,30.12,30.1,-0.02,0.0,0.0,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T13:49:00Z,2024-12-23 05:49:00,1734961740,45.204,-123.165,0.0,0.0,2.0,70.0,69.0,69.0,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,56.0,56.0,67.0,67.0,67.0,67.0,67.0,67.0,30.13,30.1,0.03,0.0,0.0,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T14:59:00Z,2024-12-23 06:59:00,1734965940,45.204,-123.165,0.0,0.0,2.0,69.0,68.0,68.0,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,67.0,67.0,67.0,67.0,67.0,67.0,30.12,30.09,-0.03,0.0,0.0,dustprop,2024,12
KORMCMIN127,America/Los_Angeles,2024-12-23T15:59:00Z,2024-12-23 07:59:00,1734969540,45.204,-123.165,0.0,0.0,2.0,69.0,68.0,68.0,0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,56.0,56.0,67.0,67.0,67.0,67.0,67.0,67.0,30.1,30.07,-0.02,0.0,0.0,dustprop,2024,12
