stationID,tz,utc_time,local_time,epoch,latitude,longitude,solar_rad_max,uv_max,winddirAvg,humidity_high,humidity_low,humidity_avg,quality_control,temp_high,temp_low,temp_avg,wind_speed_high,wind_speed_low,wind_speed_avg,wind_gust_max,windgustLow,windgustAvg,dewptHigh,dewptLow,dew_point_avg,windchillHigh,windchillLow,windchillAvg,heat_index_high,heat_index_low,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precip_total,station_id,year,month
KORMCMIN127,America/Los_Angeles,2025-02-01T08:59:00Z,2025-02-01 00:59:00,1738400340,45.204,-123.165,0.0,0.0,152.0,88.0,85.0,86.0,1,43.0,42.0,43.0,2.0,0.0,1.0,3.0,0.0,1.0,40.0,38.0,39.0,43.0,42.0,43.0,43.0,42.0,43.0,29.94,29.93,0.01,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T09:58:00Z,2025-02-01 01:58:00,1738403880,45.204,-123.165,0.0,0.0,136.0,88.0,85.0,87.0,1,42.0,42.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,38.0,38.0,42.0,42.0,42.0,42.0,42.0,42.0,29.95,29.94,0.01,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T10:59:00Z,2025-02-01 02:59:00,1738407540,45.204,-123.165,0.0,0.0,149.0,88.0,85.0,87.0,1,42.0,41.0,42.0,1.0,0.0,0.0,2.0,0.0,1.0,38.0,37.0,38.0,42.0,41.0,42.0,42.0,41.0,42.0,29.97,29.95,0.01,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T11:57:00Z,2025-02-01 03:57:00,1738411020,45.204,-123.165,0.0,0.0,146.0,89.0,87.0,87.0,1,42.0,40.0,41.0,1.0,0.0,0.0,1.0,0.0,1.0,38.0,37.0,37.0,42.0,40.0,41.0,42.0,40.0,41.0,29.97,29.96,0.0,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T12:57:00Z,2025-02-01 04:57:00,1738414620,45.204,-123.165,0.0,0.0,149.0,89.0,88.0,88.0,1,40.0,40.0,40.0,2.0,0.0,1.0,2.0,0.0,1.0,37.0,36.0,37.0,40.0,40.0,40.0,40.0,40.0,40.0,29.98,29.96,0.01,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T13:56:00Z,2025-02-01 05:56:00,1738418160,45.204,-123.165,0.0,0.0,149.0,90.0,88.0,88.0,1,40.0,39.0,40.0,3.0,0.0,1.0,4.0,0.0,1.0,37.0,36.0,36.0,40.0,39.0,40.0,40.0,39.0,40.0,29.99,29.97,0.01,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T14:59:00Z,2025-02-01 06:59:00,1738421940,45.204,-123.165,0.01,0.0,155.0,88.0,87.0,87.0,1,39.0,39.0,39.0,2.0,0.0,1.0,4.0,0.0,1.0,36.0,36.0,36.0,39.0,39.0,39.0,39.0,39.0,39.0,29.99,29.98,0.0,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T15:55:00Z,2025-02-01 07:55:00,1738425300,45.204,-123.165,10.06,0.0,152.0,89.0,87.0,88.0,1,39.0,39.0,39.0,2.0,0.0,0.0,2.0,0.0,0.0,36.0,36.0,36.0,39.0,39.0,39.0,39.0,39.0,39.0,30.0,29.99,0.01,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T16:59:00Z,2025-02-01 08:59:00,1738429140,45.204,-123.165,43.19,0.0,144.0,89.0,87.0,88.0,1,40.0,39.0,39.0,2.0,0.0,1.0,2.0,0.0,2.0,37.0,36.0,36.0,40.0,39.0,39.0,40.0,39.0,39.0,30.01,29.99,0.01,0.0,0.0,dustprop,2025,2
KORMCMIN127,America/Los_Angeles,2025-02-01T17:57:00Z,2025-02-01 09:57:00,1738432620,45.204,-123.165,255.92,2.0,145.0,89.0,82.0,86.0,1,42.0,40.0,41.0,3.0,0.0,1.0,4.0,0.0,2.0,38.0,36.0,37.0,42.0,38.0,41.0,42.0,40.0,41.0,30.02,30.0,0.01,0.05,0.01,dustprop,2025,2
